Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Chaumont
Altitude [m asl]:         1136 m
Coordinates:              47° 3.0' N / 6° 58.7' E

Reference date of homogenization:
         Temperature:     01.12.2020
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     no
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.11.2022


Year  Month        Temperature      Precipitation  
1864      1               -3.8               34.3  
1864      2               -2.6               51.6  
1864      3                1.6              101.1  
1864      4                3.5               69.0  
1864      5                8.1              112.0  
1864      6                9.5              225.1  
1864      7               12.8               54.8  
1864      8               11.4               67.3  
1864      9                9.2              107.2  
1864     10                4.5               79.7  
1864     11                0.5               88.1  
1864     12               -1.6               18.6  
1865      1               -1.5              122.9  
1865      2               -5.0               83.1  
1865      3               -5.4               59.4  
1865      4                9.4               20.2  
1865      5               10.9              105.5  
1865      6               11.2               62.9  
1865      7               14.5              104.5  
1865      8               11.2              181.5  
1865      9               13.7                2.1  
1865     10                6.8              240.0  
1865     11                2.6              102.7  
1865     12               -0.8               21.2  
1866      1                0.6               76.3  
1866      2                0.8              136.8  
1866      3               -0.4              153.7  
1866      4                5.0              122.9  
1866      5                4.8              207.3  
1866      6               12.7               51.3  
1866      7               12.4              106.1  
1866      8               10.1              193.9  
1866      9               10.4              106.5  
1866     10                7.3               83.4  
1866     11                1.1              111.2  
1866     12                2.3              133.9  
1867      1               -2.7              211.4  
1867      2                1.9               45.1  
1867      3                0.3              222.1  
1867      4                3.5              180.9  
1867      5                8.3               76.9  
1867      6               10.6              222.9  
1867      7               11.0               47.5  
1867      8               13.6               90.3  
1867      9               10.7               99.1  
1867     10                4.3              112.3  
1867     11                0.4               17.2  
1867     12               -4.0               61.2  
1868      1               -4.9               43.7  
1868      2                0.1                6.7  
1868      3               -1.2               71.5  
1868      4                2.8               95.0  
1868      5               13.3               45.0  
1868      6               12.2               45.3  
1868      7               13.6              138.4  
1868      8               12.7              121.1  
1868      9               12.7              173.2  
1868     10                5.7              107.8  
1868     11               -0.4               71.8  
1868     12                3.1              218.5  
1869      1               -2.9               57.2  
1869      2                2.7               42.2  
1869      3               -3.9               50.8  
1869      4                6.1               33.2  
1869      5                9.0              183.7  
1869      6                8.3               81.9  
1869      7               15.5               95.6  
1869      8               11.2               43.3  
1869      9               10.9              108.7  
1869     10                3.6               52.2  
1869     11                0.9              121.6  
1869     12               -1.7               59.2  
1870      1               -3.7               29.2  
1870      2               -1.9               31.6  
1870      3               -2.1               85.4  
1870      4                4.2               24.1  
1870      5                9.5               42.3  
1870      6               11.8               71.9  
1870      7               15.2               60.6  
1870      8               10.0              134.7  
1870      9                8.7               59.9  
1870     10                5.5              200.7  
1870     11                0.7              188.5  
1870     12               -6.0              128.3  
1871      1               -6.6              106.0  
1871      2                0.7               37.0  
1871      3                1.4               28.1  
1871      4                4.3              115.4  
1871      5                7.2               30.8  
1871      6                7.1              158.6  
1871      7               13.3              101.4  
1871      8               13.3               33.3  
1871      9               12.3               72.7  
1871     10                4.8              142.1  
1871     11               -2.3               32.7  
1871     12               -4.9                7.5  
1872      1               -1.1              117.4  
1872      2                0.5               78.9  
1872      3                1.9               53.2  
1872      4                4.4              145.7  
1872      5                6.1              220.2  
1872      6               10.2              167.7  
1872      7               14.0               84.7  
1872      8               11.0              136.2  
1872      9               11.0               29.0  
1872     10                6.3              251.4  
1872     11                3.2              100.9  
1872     12                1.5              160.8  
1873      1               -0.2               79.5  
1873      2               -2.6               25.8  
1873      3                2.8              104.7  
1873      4                2.0               94.6  
1873      5                5.3              119.2  
1873      6               10.9               82.4  
1873      7               15.1              123.2  
1873      8               13.9               57.3  
1873      9                8.7              106.8  
1873     10                6.0               76.7  
1873     11                1.5              113.7  
1873     12               -1.3               10.6  
1874      1               -1.2               15.2  
1874      2               -2.5               29.5  
1874      3               -0.2               21.6  
1874      4                5.3               59.3  
1874      5                3.7              120.1  
1874      6               11.3              165.1  
1874      7               15.5              150.1  
1874      8               11.2               72.3  
1874      9               12.1               43.2  
1874     10                7.9               40.3  
1874     11                0.0              158.8  
1874     12               -5.8              161.3  
1875      1               -0.6               99.3  
1875      2               -5.7               24.5  
1875      3               -1.1               31.7  
1875      4                4.5               39.3  
1875      5                9.9              111.4  
1875      6               11.5              127.2  
1875      7               11.6              181.3  
1875      8               14.0              195.0  
1875      9               12.0               89.9  
1875     10                4.7              187.0  
1875     11               -0.2              244.2  
1875     12               -3.7               15.7  
1876      1               -2.4               22.4  
1876      2               -1.0              113.9  
1876      3               -0.5              178.0  
1876      4                3.1              208.0  
1876      5                4.1               49.4  
1876      6               11.2              105.9  
1876      7               14.2               36.5  
1876      8               14.1              190.3  
1876      9                8.5              136.5  
1876     10                8.9                1.9  
1876     11                0.6               95.9  
1876     12                2.0               87.2  
1877      1               -0.1               61.8  
1877      2               -1.1              114.3  
1877      3               -1.6              119.3  
1877      4                3.5               53.4  
1877      5                4.8              251.2  
1877      6               14.0               88.2  
1877      7               12.3              168.5  
1877      8               13.7              132.4  
1877      9                7.8               57.0  
1877     10                3.9               65.6  
1877     11                2.5              133.6  
1877     12               -2.7               74.1  
1878      1               -4.6               40.0  
1878      2                0.6               23.2  
1878      3               -1.7               57.4  
1878      4                3.7              166.5  
1878      5                8.6              165.7  
1878      6               10.6              174.1  
1878      7               12.4              122.0  
1878      8               12.4              156.3  
1878      9                9.9               49.7  
1878     10                6.5              145.3  
1878     11               -0.9               68.3  
1878     12               -4.7              124.4  
1879      1               -2.3               90.8  
1879      2               -2.1              152.9  
1879      3                1.5               49.9  
1879      4                1.0               69.0  
1879      5                3.3              129.6  
1879      6               11.0              122.8  
1879      7               10.2              215.4  
1879      8               14.4              115.6  
1879      9                9.7              152.9  
1879     10                5.2              116.6  
1879     11               -1.9               86.2  
1879     12               -4.6               39.2  
1880      1               -3.7               26.9  
1880      2                0.4               25.7  
1880      3                4.3               13.7  
1880      4                4.2              209.1  
1880      5                6.4               20.3  
1880      6                8.7              172.3  
1880      7               14.0              131.5  
1880      8               11.8              149.3  
1880      9               10.2               97.4  
1880     10                6.0              245.4  
1880     11                1.5               39.4  
1880     12                1.6               79.1  
1881      1               -6.4               68.2  
1881      2                0.2               57.5  
1881      3                2.0               83.3  
1881      4                3.1              121.3  
1881      5                6.3               58.5  
1881      6               10.2              125.4  
1881      7               16.0               45.4  
1881      8               12.8              179.4  
1881      9                7.8              152.1  
1881     10                1.0              118.4  
1881     11                4.5               78.6  
1881     12               -1.4               56.3  
1882      1                0.9               17.7  
1882      2               -0.6               26.4  
1882      3                2.7               48.1  
1882      4                3.0               99.8  
1882      5                7.4               77.5  
1882      6                9.1              153.9  
1882      7               11.2              152.4  
1882      8               10.6              119.9  
1882      9                7.8              280.2  
1882     10                6.0              170.1  
1882     11                1.1              230.4  
1882     12               -0.3              166.8  
1883      1               -1.6               69.1  
1883      2                0.6               23.8  
1883      3               -3.6               49.4  
1883      4                3.0               44.4  
1883      5                7.6              110.3  
1883      6               10.4              107.2  
1883      7               11.6              213.9  
1883      8               12.4               55.5  
1883      9                8.6              137.1  
1883     10                5.3              123.2  
1883     11                1.6               83.9  
1883     12               -2.4               92.8  
1884      1                0.1               58.6  
1884      2                0.7               48.3  
1884      3                3.2                7.2  
1884      4                3.4               64.8  
1884      5                9.1               69.9  
1884      6                7.3               60.0  
1884      7               14.5              118.9  
1884      8               13.4              117.8  
1884      9               11.0               54.2  
1884     10                3.3               30.1  
1884     11               -0.3               17.8  
1884     12               -1.6              111.0  
1885      1               -3.9               33.9  
1885      2                1.1               88.9  
1885      3               -0.4               39.7  
1885      4                4.1               12.7  
1885      5                3.7              143.1  
1885      6               13.8               86.4  
1885      7               15.1               24.8  
1885      8               12.4               87.6  
1885      9                8.9              192.8  
1885     10                3.0              247.0  
1885     11                1.8               85.0  
1885     12               -1.0               51.1  
1886      1               -4.2               68.2  
1886      2               -3.7               38.0  
1886      3               -0.5               95.3  
1886      4                6.0               71.0  
1886      5                8.7               96.9  
1886      6                9.7              145.1  
1886      7               15.0              118.0  
1886      8               12.9               89.1  
1886      9               13.2               50.3  
1886     10                8.0              162.5  
1886     11                1.6              114.4  
1886     12               -3.8              183.2  
1887      1               -3.7               16.2  
1887      2               -3.0                1.4  
1887      3               -1.2              126.1  
1887      4                4.0               56.1  
1887      5                5.1               99.9  
1887      6               13.6               62.7  
1887      7               16.3               78.5  
1887      8               13.6              197.6  
1887      9                9.9               76.1  
1887     10                1.2               70.5  
1887     11                0.9               68.1  
1887     12               -4.3              137.3  
1888      1               -3.3               50.0  
1888      2               -4.5               65.9  
1888      3               -2.1              151.6  
1888      4                1.2              155.1  
1888      5                9.1               45.1  
1888      6               11.3              181.1  
1888      7               10.4              145.2  
1888      8               11.3               87.6  
1888      9               10.5               79.9  
1888     10                4.0              124.9  
1888     11                2.7               65.8  
1888     12                1.9                4.6  
1889      1               -3.7               21.2  
1889      2               -6.2              148.7  
1889      3               -3.0               61.9  
1889      4                1.9               43.9  
1889      5                8.7              132.3  
1889      6               12.0              294.5  
1889      7               12.1               82.3  
1889      8               11.2              103.4  
1889      9                8.4               43.2  
1889     10                4.6              196.8  
1889     11                2.6               44.7  
1889     12               -4.6               40.4  
1890      1                1.7               70.9  
1890      2               -4.5                9.2  
1890      3                0.7               21.2  
1890      4                2.5               80.4  
1890      5                8.1              128.5  
1890      6                9.6              131.0  
1890      7               10.9              104.9  
1890      8               11.5              248.0  
1890      9                9.6               41.5  
1890     10                4.6              131.0  
1890     11               -0.4              135.9  
1890     12               -4.7               32.4  
1891      1               -7.1               52.7  
1891      2               -1.6                4.2  
1891      3               -0.6               88.2  
1891      4                1.0               75.7  
1891      5                6.6              121.8  
1891      6               10.7              220.4  
1891      7               11.4              188.1  
1891      8               11.1              108.2  
1891      9               11.1               87.3  
1891     10                7.3              112.2  
1891     11                0.8              154.3  
1891     12                0.0              127.5  
1892      1               -3.0               56.5  
1892      2               -1.7               79.1  
1892      3               -2.8               75.2  
1892      4                4.5               46.2  
1892      5                7.8               47.9  
1892      6               11.0              129.2  
1892      7               12.5              240.4  
1892      8               14.4               62.8  
1892      9               11.1              106.7  
1892     10                4.9              167.3  
1892     11                4.1               41.5  
1892     12               -3.2               69.3  
1893      1               -6.9               36.2  
1893      2               -1.3               89.7  
1893      3                2.6               59.0  
1893      4                9.6                0.0  
1893      5                8.0               58.8  
1893      6               11.8               94.8  
1893      7               12.7              126.0  
1893      8               14.9               31.5  
1893      9               10.1              156.6  
1893     10                7.8               98.5  
1893     11               -0.3               74.6  
1893     12               -1.4               23.8  
1894      1               -3.3               32.9  
1894      2               -1.4               22.7  
1894      3                1.4               32.4  
1894      4                6.5               36.6  
1894      5                6.0              125.6  
1894      6                9.8               78.0  
1894      7               13.2              179.4  
1894      8               12.2               99.3  
1894      9                8.4               90.6  
1894     10                5.4              153.2  
1894     11                2.9               56.0  
1894     12               -2.5               48.0  
1895      1               -8.0              101.3  
1895      2               -8.4               43.6  
1895      3               -1.7              126.8  
1895      4                5.3               84.6  
1895      5                7.4               55.1  
1895      6               11.0               77.0  
1895      7               13.2              126.9  
1895      8               12.8              153.6  
1895      9               15.3               16.5  
1895     10                4.9              149.6  
1895     11                4.8              131.0  
1895     12               -1.4              132.8  
1896      1               -3.3               27.3  
1896      2               -0.5                8.2  
1896      3                2.6              152.8  
1896      4                1.1               75.5  
1896      5                5.9               25.4  
1896      6               10.4              193.9  
1896      7               13.1              154.6  
1896      8                9.7              137.6  
1896      9                8.6              227.6  
1896     10                3.6              185.0  
1896     11               -1.2               44.4  
1896     12               -2.2               95.3  
1897      1               -3.7               33.4  
1897      2                1.5              114.8  
1897      3                2.2               95.0  
1897      4                3.0              122.6  
1897      5                5.4               81.7  
1897      6               12.7               96.1  
1897      7               13.4               74.0  
1897      8               12.5              196.0  
1897      9                8.5              223.0  
1897     10                5.8                5.3  
1897     11                4.6               31.4  
1897     12               -1.1               74.6  
1898      1                2.4               11.7  
1898      2               -2.8              119.4  
1898      3               -1.0               66.6  
1898      4                4.2              107.4  
1898      5                5.8              131.7  
1898      6                9.5              140.2  
1898      7               11.6               41.5  
1898      8               15.6               34.4  
1898      9               13.5               30.9  
1898     10                7.6              138.0  
1898     11                4.3              102.3  
1898     12                0.2               50.0  
1899      1               -0.6              208.9  
1899      2                1.8               32.0  
1899      3                1.3               19.2  
1899      4                2.4              192.2  
1899      5                6.5               68.7  
1899      6               11.1               87.1  
1899      7               13.8               87.0  
1899      8               15.0               50.5  
1899      9                9.5              104.1  
1899     10                8.0              119.4  
1899     11                3.9               11.7  
1899     12               -2.9               86.0  
1900      1               -2.5              169.7  
1900      2                0.0              150.7  
1900      3               -3.6               53.2  
1900      4                2.8               66.5  
1900      5                6.3              108.7  
1900      6               12.2               60.1  
1900      7               14.8               56.8  
1900      8               11.6              164.8  
1900      9               12.3               48.6  
1900     10                6.8               55.2  
1900     11                1.9               82.1  
1900     12                1.9              152.4  
1901      1               -2.7               58.0  
1901      2               -7.4               80.7  
1901      3               -2.3               87.4  
1901      4                3.9              187.7  
1901      5                8.5               31.1  
1901      6               11.4              256.3  
1901      7               14.1              204.5  
1901      8               12.6              123.6  
1901      9               10.0              183.1  
1901     10                5.3               83.5  
1901     11               -1.1               39.9  
1901     12               -2.2              113.5  
1902      1               -1.5               71.2  
1902      2               -2.9              118.5  
1902      3                0.7              160.5  
1902      4                6.0               82.3  
1902      5                2.9              162.2  
1902      6                9.4               59.5  
1902      7               13.8               74.1  
1902      8               11.6              210.0  
1902      9                9.7               46.3  
1902     10                4.7              105.8  
1902     11                1.3               91.6  
1902     12               -1.9              116.4  
1903      1               -1.2               81.9  
1903      2                1.1               51.7  
1903      3                1.7               93.4  
1903      4               -0.5               95.3  
1903      5                7.7               88.6  
1903      6                9.4               68.0  
1903      7               11.6              119.3  
1903      8               12.2              167.7  
1903      9               10.4               39.3  
1903     10                6.4              152.7  
1903     11                0.9               89.3  
1903     12               -2.3               91.1  
1904      1               -2.9               45.8  
1904      2               -2.7              199.1  
1904      3                0.1               46.9  
1904      4                5.0               89.5  
1904      5                9.1              152.4  
1904      6               12.2               76.6  
1904      7               16.4               26.8  
1904      8               13.8              100.9  
1904      9                7.3              106.3  
1904     10                5.8               52.2  
1904     11                1.4               30.9  
1904     12               -0.9               25.8  
1905      1               -5.3               52.7  
1905      2               -3.1               20.5  
1905      3                0.4              139.8  
1905      4                3.2              105.6  
1905      5                5.3               72.2  
1905      6               11.2              152.4  
1905      7               15.7               53.8  
1905      8               13.0              223.3  
1905      9                8.9              166.1  
1905     10                0.2              124.7  
1905     11               -0.1              195.7  
1905     12               -1.7               49.6  
1906      1               -3.6              111.3  
1906      2               -5.1              150.8  
1906      3               -2.5              108.7  
1906      4                2.5               60.2  
1906      5                7.6              137.9  
1906      6               10.0               56.7  
1906      7               13.2               84.7  
1906      8               14.0               31.1  
1906      9                9.8               29.3  
1906     10                8.9               77.6  
1906     11                3.0              196.6  
1906     12               -5.3              121.3  
1907      1               -4.0               80.1  
1907      2               -5.3               58.8  
1907      3               -0.9               80.5  
1907      4                1.6               78.7  
1907      5                8.4               75.6  
1907      6               10.0              118.4  
1907      7               10.8               85.8  
1907      8               13.4               95.3  
1907      9               11.1               53.4  
1907     10                7.0              103.1  
1907     11                3.7               21.0  
1907     12                0.6              144.4  
1908      1               -2.0               46.7  
1908      2               -2.7              109.6  
1908      3               -1.7               59.2  
1908      4                1.2               65.7  
1908      5                9.5              120.5  
1908      6               12.8              161.8  
1908      7               12.8              136.2  
1908      8               10.8              121.2  
1908      9                9.2              119.9  
1908     10                7.6               20.8  
1908     11                1.4               85.8  
1908     12               -1.1               51.9  
1909      1               -3.9               47.0  
1909      2               -6.0               58.2  
1909      3               -2.6               83.7  
1909      4                5.4               80.7  
1909      5                7.1               36.3  
1909      6                8.4              196.6  
1909      7               10.1              120.4  
1909      8               12.0              121.4  
1909      9                8.8              111.4  
1909     10                7.2              166.7  
1909     11               -0.9               70.9  
1909     12               -0.5              194.8  
1910      1               -2.0              183.5  
1910      2               -1.9               96.7  
1910      3                0.5               16.4  
1910      4                2.2               71.8  
1910      5                5.9               90.7  
1910      6               10.7              246.5  
1910      7               10.4              198.1  
1910      8               11.6              100.3  
1910      9                7.6               67.3  
1910     10                7.4               34.5  
1910     11               -0.5              215.2  
1910     12                1.3              137.8  
1911      1               -4.2               13.7  
1911      2               -2.1               66.9  
1911      3                0.6               78.8  
1911      4                2.6               37.2  
1911      5                8.0               71.2  
1911      6               10.5              163.2  
1911      7               16.3               18.7  
1911      8               16.4              185.3  
1911      9               12.8               99.1  
1911     10                6.3              108.5  
1911     11                3.6              107.0  
1911     12                0.8              113.6  
1912      1               -0.4               63.9  
1912      2                2.2               68.7  
1912      3                2.4              133.9  
1912      4                2.7               17.6  
1912      5                8.7               97.4  
1912      6               10.5              111.4  
1912      7               12.4              146.2  
1912      8                8.9              197.1  
1912      9                4.7               40.0  
1912     10                4.5              169.8  
1912     11               -1.5               73.9  
1912     12                1.5               52.8  
1913      1                0.2              117.7  
1913      2               -1.6               50.0  
1913      3                2.9               88.1  
1913      4                3.1               73.0  
1913      5                7.2               77.3  
1913      6               10.3               43.2  
1913      7                9.7              109.5  
1913      8               11.9              130.6  
1913      9                9.3              132.9  
1913     10                8.1               40.8  
1913     11                3.9              137.3  
1913     12               -1.2               32.5  
1914      1               -6.4               60.2  
1914      2                2.0               26.8  
1914      3                0.0              236.2  
1914      4                6.0               84.7  
1914      5                5.0              149.2  
1914      6                9.3               76.6  
1914      7               10.9              176.6  
1914      8               12.8              176.7  
1914      9                9.2              113.1  
1914     10                5.5               34.5  
1914     11                0.8               72.2  
1914     12                0.1              171.1  
1915      1               -4.4              144.2  
1915      2               -3.1              110.7  
1915      3               -1.2               91.9  
1915      4                2.0              109.4  
1915      5                9.7              125.1  
1915      6               12.7               89.3  
1915      7               11.7              144.8  
1915      8               10.9              101.1  
1915      9                8.5               86.9  
1915     10                3.3               36.9  
1915     11               -0.9              150.3  
1915     12                2.6              163.1  
1916      1                0.8               68.0  
1916      2               -1.8              125.8  
1916      3                0.3               79.1  
1916      4                3.6              105.2  
1916      5                8.3               71.9  
1916      6                7.9              196.5  
1916      7               11.8              229.1  
1916      8               12.2               86.9  
1916      9                8.0               85.2  
1916     10                6.1              116.9  
1916     11                1.9              154.6  
1916     12               -0.6              207.9  
1917      1               -6.4               60.8  
1917      2               -4.1               19.7  
1917      3               -2.6              116.4  
1917      4               -0.5               77.0  
1917      5               11.0               91.6  
1917      6               13.2              102.4  
1917      7               12.4              160.5  
1917      8               11.2              217.3  
1917      9               12.6               38.0  
1917     10                3.1              231.0  
1917     11                1.5               98.6  
1917     12               -4.5               30.4  
1918      1               -0.2               52.7  
1918      2                0.0               30.8  
1918      3                0.9               56.5  
1918      4                3.2              126.2  
1918      5                9.3               82.5  
1918      6                8.6              179.6  
1918      7               12.8               45.5  
1918      8               12.6               70.8  
1918      9                9.9              230.0  
1918     10                4.4               34.3  
1918     11                1.6              103.7  
1918     12                1.9              241.8  
1919      1               -3.4               50.9  
1919      2               -3.2              168.3  
1919      3               -0.7              146.9  
1919      4                0.3              124.2  
1919      5                7.6               45.9  
1919      6               11.0               62.2  
1919      7                9.3              138.3  
1919      8               14.7               39.6  
1919      9               12.5               33.8  
1919     10                2.0               50.5  
1919     11               -1.2              181.8  
1919     12               -0.4              283.1  
1920      1                0.2              158.4  
1920      2                1.8                9.0  
1920      3                3.3               55.8  
1920      4                3.8              106.3  
1920      5               10.0               87.6  
1920      6               10.2              117.7  
1920      7               13.5              113.8  
1920      8               10.6               85.9  
1920      9               10.1              132.6  
1920     10                6.1               34.1  
1920     11                2.7                4.9  
1920     12               -1.0               57.6  
1921      1                0.8               62.5  
1921      2               -1.5                5.0  
1921      3                2.8               23.4  
1921      4                2.9               59.7  
1921      5                8.9              126.9  
1921      6               11.0              152.0  
1921      7               16.4               19.7  
1921      8               12.8              174.4  
1921      9               12.4               88.6  
1921     10               10.4               17.4  
1921     11                1.4               66.1  
1921     12               -0.2               58.7  
1922      1               -3.9              146.0  
1922      2               -1.8               96.3  
1922      3                1.5               82.4  
1922      4                1.1              234.8  
1922      5               10.8               43.7  
1922      6               11.1               85.1  
1922      7               11.2              125.7  
1922      8               11.9               96.5  
1922      9                8.7              132.1  
1922     10                3.4               94.6  
1922     11               -0.5              116.3  
1922     12               -1.6              190.1  
1923      1               -3.6               42.0  
1923      2               -0.1              126.7  
1923      3                0.9               76.2  
1923      4                4.3               81.9  
1923      5                7.0              169.4  
1923      6                7.3               71.5  
1923      7               17.1               37.6  
1923      8               14.0               63.0  
1923      9                8.5              130.7  
1923     10                8.1              224.1  
1923     11                0.9              162.2  
1923     12               -3.4              178.6  
1924      1               -2.5               35.8  
1924      2               -5.4               29.8  
1924      3               -0.1               63.1  
1924      4                3.8              134.6  
1924      5                9.2              216.8  
1924      6               11.0              141.9  
1924      7               13.3              111.6  
1924      8                9.4               87.7  
1924      9               10.7              133.1  
1924     10                6.8              156.5  
1924     11                3.6               22.1  
1924     12                1.8               23.1  
1925      1                0.9               40.5  
1925      2               -0.7               88.7  
1925      3               -3.0               38.7  
1925      4                4.1              144.6  
1925      5                8.3              116.2  
1925      6               12.1               71.2  
1925      7               13.0              118.5  
1925      8               12.3              146.0  
1925      9                7.9              154.2  
1925     10                7.4               34.3  
1925     11               -0.2               57.2  
1925     12               -1.5              148.6  
1926      1               -2.2              122.1  
1926      2                3.5               54.4  
1926      3                1.0               84.6  
1926      4                5.2               87.8  
1926      5                6.0              138.7  
1926      6                8.3              166.4  
1926      7               12.9              138.4  
1926      8               13.6               45.8  
1926      9               13.5               81.0  
1926     10                6.6              197.2  
1926     11                4.1               71.7  
1926     12               -2.9               34.3  
1927      1               -1.6               89.6  
1927      2               -1.3               60.6  
1927      3                0.8               95.5  
1927      4                4.2               95.7  
1927      5                8.9               77.4  
1927      6               10.4              155.1  
1927      7               12.9              168.5  
1927      8               11.8              243.3  
1927      9               10.8              173.3  
1927     10                6.3               33.4  
1927     11                3.7               87.2  
1927     12               -1.4               74.7  
1928      1               -0.8               67.6  
1928      2                0.5               79.8  
1928      3                1.9               62.4  
1928      4                4.7               64.6  
1928      5                5.9              113.7  
1928      6               11.6               89.3  
1928      7               17.4               16.9  
1928      8               15.1              128.8  
1928      9               10.4               99.0  
1928     10                6.9              183.0  
1928     11                3.5              200.8  
1928     12               -2.0               67.3  
1929      1               -5.3               25.5  
1929      2               -6.5               25.2  
1929      3                2.5                6.2  
1929      4                2.1               82.5  
1929      5                8.7              111.2  
1929      6               12.0              151.8  
1929      7               15.7              101.8  
1929      8               13.1               78.6  
1929      9               14.7               23.8  
1929     10                7.4               97.0  
1929     11                3.0               68.6  
1929     12                0.5              129.4  
1930      1                1.7               65.2  
1930      2               -3.3               47.6  
1930      3                1.9               75.2  
1930      4                4.7              101.8  
1930      5                6.9              127.7  
1930      6               14.3               71.4  
1930      7               13.0              218.7  
1930      8               12.9               94.6  
1930      9               11.5              140.6  
1930     10                6.2              206.4  
1930     11                4.4              134.8  
1930     12               -1.8               81.1  
1931      1               -3.4              118.3  
1931      2               -4.5               58.4  
1931      3               -0.3              132.1  
1931      4                3.2               72.3  
1931      5               10.1               70.5  
1931      6               13.7              114.7  
1931      7               12.9              188.5  
1931      8               10.7              296.7  
1931      9                6.0               95.1  
1931     10                5.9              102.3  
1931     11                3.8               26.8  
1931     12               -3.9               52.0  
1932      1                0.3               50.6  
1932      2               -6.3                3.8  
1932      3               -1.3              124.4  
1932      4                1.2               53.0  
1932      5                6.0              185.7  
1932      6                9.4              122.5  
1932      7               12.9              214.1  
1932      8               16.6               92.9  
1932      9               12.6              124.4  
1932     10                5.1              189.3  
1932     11                3.7               23.0  
1932     12                2.8               21.5  
1933      1               -4.3               20.7  
1933      2               -2.4               61.2  
1933      3                1.9               79.2  
1933      4                6.1               48.2  
1933      5                6.3              148.5  
1933      6                8.5              167.1  
1933      7               14.0               96.3  
1933      8               14.0               68.3  
1933      9               11.1              127.9  
1933     10                7.2              127.9  
1933     11                0.4               47.7  
1933     12               -4.9               28.6  
1934      1               -2.3               87.9  
1934      2               -1.7               20.9  
1934      3               -0.1              131.3  
1934      4                6.6               35.4  
1934      5                9.9               35.7  
1934      6               11.8              131.8  
1934      7               14.7               88.6  
1934      8               11.7              147.2  
1934      9               12.2               51.9  
1934     10                6.5               96.6  
1934     11                1.7               41.7  
1934     12                2.9               98.2  
1935      1               -5.4               90.4  
1935      2               -2.1              203.0  
1935      3               -0.3               87.3  
1935      4                2.6              128.0  
1935      5                6.6               86.9  
1935      6               13.3               79.8  
1935      7               14.7              139.9  
1935      8               12.6              147.2  
1935      9               11.1              137.2  
1935     10                5.2              162.3  
1935     11                3.1               68.7  
1935     12               -2.9              191.1  
1936      1                0.7              152.7  
1936      2               -1.3               89.7  
1936      3                3.0               30.7  
